"db_id","difficulty","p50_overlap_similarity","p90_overlap_similarity","p99_overlap_similarity"
"debit_card_specializing","simple","0.6666666666666666","1.0","1.0"
"debit_card_specializing","challenging","0.35","0.6058333333333334","0.6980833333333333"
"debit_card_specializing","moderate","0.5625","0.8329670329670331","0.9285714285714286"
"thrombosis_prediction","simple","0.6923076923076923","1.0","1.0"
"thrombosis_prediction","challenging","0.5789473684210527","0.8066666666666666","0.9361085972850679"
"thrombosis_prediction","moderate","0.6153846153846154","0.8866666666666669","1.0"
"california_schools","simple","0.5773809523809523","0.875","1.0"
"california_schools","challenging","0.4482758620689655","0.850420168067227","0.9321008403361344"
"california_schools","moderate","0.5227272727272727","0.8916666666666666","0.9829411764705883"
