"db_id","difficulty","p50_overlap_similarity","p90_overlap_similarity","p99_overlap_similarity"
"debit_card_specializing","simple","0.5454545454545454","0.8307692307692311","1.0"
"debit_card_specializing","challenging","0.3714733542319749","0.46379310344827585","0.4963793103448276"
"debit_card_specializing","moderate","0.47619047619047616","0.7596638655462187","0.9885714285714285"
"thrombosis_prediction","simple","0.6","0.8857142857142861","1.0"
"thrombosis_prediction","challenging","0.5263157894736842","0.6761904761904761","0.8"
"thrombosis_prediction","moderate","0.5333333333333333","0.7857142857142857","0.9299999999999997"
"california_schools","simple","0.5773809523809523","0.8127272727272729","0.9469999999999998"
"california_schools","challenging","0.42857142857142855","0.5093103448275862","0.5459310344827587"
"california_schools","moderate","0.4852941176470588","0.8046153846153847","0.8796825396825396"
